"Function"	"A1HF"	"A1LF"	"A2HF"	"A2LF"	"B1HF"	"B1LF"	"B2HF"	"B2LF"	"C1HF"	"C1LF"	"C2HF"	"C2LF"
"transferase activity [GO:0016740]"	1999	2996	1641	5794	3989	4714	2664	5189	3492	1735	3479	3212
"transferase activity, transferring acyl groups [GO:0016746]"	314	472	250	975	622	826	436	951	501	280	513	557
"transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]"	196	293	133	548	389	484	224	507	349	179	346	329
"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer [GO:0046912]"	18	23	14	54	28	36	30	59	32	16	26	31
"transferase activity, transferring aldehyde or ketonic groups [GO:0016744]"	1	2	1	2	1	1	1	1	2	1	1	1
"transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]"	63	96	55	204	142	124	93	174	116	41	114	86
"transferase activity, transferring amino-acyl groups [GO:0016755]"	15	22	13	38	31	28	24	46	25	7	24	28
"transferase activity, transferring glycosyl groups [GO:0016757]"	667	1087	504	1976	1178	1727	808	1830	1123	667	1083	1086
"transferase activity, transferring hexosyl groups [GO:0016758]"	40	72	35	140	89	118	67	133	64	42	67	68
"transferase activity, transferring pentosyl groups [GO:0016763]"	9	14	9	24	12	18	9	31	18	13	14	15
"transferase activity, transferring phosphorus-containing groups [GO:0016772]"	44	65	41	94	85	66	53	76	70	37	72	73
"transferase activity, transferring selenium-containing groups [GO:0016785]"	0	0	0	0	1	0	1	0	0	0	0	0
"transferrin receptor activity [GO:0004998]"	0	5	0	0	3	0	4	0	0	3	3	5
"transferrin receptor binding [GO:1990459]"	2	0	0	0	1	0	2	0	0	1	2	1
"transforming growth factor beta binding [GO:0050431]"	0	3	0	0	2	0	2	2	1	1	3	2
"transforming growth factor beta receptor activity, type II [GO:0005026]"	0	0	0	0	0	0	1	0	0	1	0	0
"transforming growth factor beta receptor binding [GO:0005160]"	0	5	2	0	4	0	5	1	2	3	7	2
"transforming growth factor beta-activated receptor activity [GO:0005024]"	0	0	0	0	0	0	0	1	0	0	0	0
"transition metal ion binding [GO:0046914]"	91	154	89	384	212	262	151	312	192	83	165	166
"transketolase activity [GO:0004802]"	19	40	24	68	35	46	25	52	34	8	29	34
"translation activator activity [GO:0008494]"	0	5	0	0	1	0	0	2	1	2	2	1
"translation elongation factor activity [GO:0003746]"	381	595	318	1066	687	826	537	1052	584	399	605	669
"translation factor activity, non-nucleic acid binding [GO:0045183]"	0	1	0	0	0	0	0	0	0	0	0	0
"translation factor activity, RNA binding [GO:0008135]"	1	0	0	0	0	0	0	0	0	0	0	0
"translation initiation factor activity [GO:0003743]"	160	389	158	433	339	370	349	433	286	288	371	366
"translation initiation factor binding [GO:0031369]"	2	17	7	0	12	0	17	7	7	17	16	12
"translation regulator activity [GO:0045182]"	0	5	2	1	7	0	12	2	0	11	5	9
"translation release factor activity [GO:0003747]"	12	22	9	29	18	26	21	28	18	18	22	23
"translation release factor activity, codon specific [GO:0016149]"	106	149	103	334	192	257	141	321	177	76	163	189
"translation repressor activity [GO:0030371]"	0	9	0	0	2	0	9	1	1	7	7	4
"translation repressor activity, mRNA regulatory element binding [GO:0000900]"	1	3	1	0	4	0	5	2	2	4	2	5
"transmembrane ascorbate ferrireductase activity [GO:0140571]"	0	0	0	0	0	0	1	0	0	0	0	1
"transmembrane monodehydroascorbate reductase activity [GO:0140575]"	0	0	0	0	0	0	0	0	0	0	0	1
"transmembrane protein dislocase activity [GO:0140567]"	0	1	0	0	0	0	1	0	0	1	1	0
"transmembrane receptor protein serine/threonine kinase activity [GO:0004675]"	3	19	3	0	9	1	20	9	10	19	23	20
"transmembrane receptor protein tyrosine kinase activity [GO:0004714]"	22	116	21	25	80	29	122	48	49	132	105	112
"transmembrane receptor protein tyrosine kinase adaptor activity [GO:0005068]"	0	1	0	0	0	0	0	1	0	1	2	2
"transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]"	1	1	0	1	1	0	1	0	1	1	0	1
"transmembrane signaling receptor activity [GO:0004888]"	185	322	193	516	383	410	316	559	329	238	330	412
"transmembrane transporter activity [GO:0022857]"	1500	2013	1377	3843	2595	3081	1887	3665	2315	1182	2443	2171
"transmembrane-ephrin receptor activity [GO:0005005]"	1	4	0	0	1	0	5	0	2	3	2	4
"transmitter-gated ion channel activity [GO:0022824]"	0	1	0	0	0	0	2	0	0	3	2	2
"transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315]"	0	1	0	0	4	0	3	2	0	8	5	4
"transposase activity [GO:0004803]"	585	662	503	1286	938	1051	716	1278	839	459	779	783
"trehalose 6-phosphate phosphorylase activity [GO:0050503]"	0	0	0	0	0	0	0	0	0	0	1	0
"trehalose O-mycolyltransferase activity [GO:0050348]"	3	3	1	5	0	3	1	1	1	2	0	0
"trehalose transmembrane transporter activity [GO:0015574]"	8	6	6	15	12	7	3	13	17	1	9	3
"triglyceride binding [GO:0017129]"	0	0	1	0	0	0	1	0	0	0	0	1
"triglyceride lipase activity [GO:0004806]"	4	22	1	5	6	3	9	6	4	16	10	16
"trimethylamine-N-oxide reductase (cytochrome c) activity [GO:0050626]"	1	1	1	1	1	1	1	1	1	0	1	1
"trimethyllysine dioxygenase activity [GO:0050353]"	0	0	0	0	0	0	1	0	0	0	0	0
"triokinase activity [GO:0050354]"	0	0	0	0	0	0	0	0	0	1	0	1
"triose-phosphate isomerase activity [GO:0004807]"	39	76	32	127	82	103	74	132	79	43	74	86
"tripeptide aminopeptidase activity [GO:0045148]"	30	34	20	90	62	86	41	99	48	24	60	47
"tripeptidyl-peptidase activity [GO:0008240]"	0	4	1	0	0	0	0	0	0	5	0	0
"triphosphatase activity [GO:0050355]"	0	0	0	2	1	3	2	3	0	2	2	1
"triphosphoribosyl-dephospho-CoA synthase activity [GO:0046917]"	6	9	9	32	13	18	5	37	10	6	15	12
"triphosphoric monoester hydrolase activity [GO:0016793]"	31	38	20	81	55	66	34	79	39	14	43	44
"triplex DNA binding [GO:0045142]"	0	1	0	0	0	0	0	0	0	0	0	0
"tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity [GO:0004808]"	1	3	1	1	1	1	1	1	1	1	1	3
"tRNA (adenine-C2-)-methyltransferase activity [GO:0002935]"	39	63	29	103	83	96	49	111	55	23	53	57
"tRNA (adenine-N1-)-methyltransferase activity [GO:0016429]"	28	30	17	70	46	58	33	68	44	11	41	35
"tRNA (adenine-N6-)-methyltransferase activity [GO:0016430]"	2	3	1	1	1	1	1	1	1	2	1	2
"tRNA (carboxymethyluridine(34)-5-O)-methyltransferase activity [GO:0106335]"	0	1	0	0	1	0	0	0	0	0	0	0
"tRNA (cytosine-5-)-methyltransferase activity [GO:0016428]"	0	4	0	0	0	0	0	0	2	1	3	4
"tRNA (guanine-N1-)-methyltransferase activity [GO:0009019]"	0	0	0	0	0	0	1	1	1	1	0	0
"tRNA (guanine-N2-)-methyltransferase activity [GO:0004809]"	1	8	0	0	6	1	7	1	2	15	8	9
"tRNA (guanine-N7-)-methyltransferase activity [GO:0008176]"	35	52	19	103	62	75	59	110	63	30	62	47
"tRNA (guanine(37)-N(1))-methyltransferase activity [GO:0052906]"	36	50	29	121	63	83	43	99	50	25	51	52
"tRNA (guanine(9)-N(1))-methyltransferase activity [GO:0052905]"	0	4	2	0	1	0	5	2	3	3	1	4
"tRNA (guanine) methyltransferase activity [GO:0016423]"	0	1	0	0	0	0	1	0	1	1	0	0
"tRNA (guanosine-2'-O-)-methyltransferase activity [GO:0009020]"	1	0	0	0	1	0	0	0	1	1	0	0
"tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase [GO:0061712]"	1	0	0	0	0	1	1	2	0	1	1	1
"tRNA (uracil-2'-O-)-methyltransferase activity [GO:0052665]"	1	0	0	0	1	0	0	0	1	1	0	0
"tRNA (uracil) methyltransferase activity [GO:0016300]"	7	19	11	49	21	36	13	32	24	11	25	16
"tRNA 2-selenouridine synthase activity [GO:0043828]"	0	0	0	2	0	2	0	1	0	0	0	0
"tRNA 4-demethylwyosine alpha-amino-alpha-carboxypropyltransferase activity [GO:0102522]"	1	2	1	0	0	0	0	0	0	1	1	1
"tRNA adenylyltransferase activity [GO:0004810]"	39	59	37	125	74	97	51	119	68	25	64	67
"tRNA binding [GO:0000049]"	958	1495	867	3023	1864	2351	1362	2888	1558	794	1523	1620
"tRNA cytidylyltransferase activity [GO:0016437]"	6	30	9	42	24	36	5	40	17	3	17	13
"tRNA dihydrouridine synthase activity [GO:0017150]"	61	96	54	204	127	139	88	181	99	59	94	106
"tRNA dimethylallyltransferase activity [GO:0052381]"	48	59	33	121	83	99	53	119	71	41	63	53
"tRNA guanylyltransferase activity [GO:0008193]"	7	7	5	8	8	7	5	12	8	2	8	6
"tRNA methyltransferase activity [GO:0008175]"	26	40	20	88	59	76	42	70	42	19	49	30
"tRNA nucleotidyltransferase activity [GO:0009022]"	4	14	4	20	6	17	7	26	6	3	5	12
"tRNA pseudouridine synthase activity [GO:0106029]"	89	127	77	293	169	212	104	254	137	73	133	121
"tRNA uridine(34) acetyltransferase activity [GO:0106261]"	1	0	0	0	0	0	0	0	1	0	0	0
"tRNA-4-demethylwyosine synthase activity [GO:0102521]"	0	3	0	0	0	0	2	0	0	2	1	2
"tRNA-5-taurinomethyluridine 2-sulfurtransferase [GO:0061708]"	0	1	0	0	0	0	0	0	0	2	1	2
"tRNA-dihydrouridine20 synthase activity [GO:0102264]"	1	1	1	1	1	1	1	1	1	0	1	0
"tRNA-intron endonuclease activity [GO:0000213]"	0	1	0	0	2	0	2	1	0	1	1	2
"tRNA-specific adenosine deaminase activity [GO:0008251]"	0	0	0	0	0	2	3	2	0	1	1	0
"tRNA-specific adenosine-34 deaminase activity [GO:0052717]"	28	34	24	100	49	65	37	80	44	23	34	30
"tropomyosin binding [GO:0005523]"	0	11	2	0	8	0	14	2	5	16	11	14
"troponin I binding [GO:0031013]"	0	1	0	0	0	0	2	1	1	0	0	0
"troponin T binding [GO:0031014]"	0	1	0	0	0	0	2	1	1	1	1	0
"tryptophan 2,3-dioxygenase activity [GO:0004833]"	0	0	0	0	0	0	0	0	0	0	1	0
"tryptophan 5-monooxygenase activity [GO:0004510]"	0	1	0	0	0	0	0	0	0	0	0	0
"tryptophan synthase activity [GO:0004834]"	64	77	59	166	123	120	87	132	108	43	92	82
"tryptophan-tRNA ligase activity [GO:0004830]"	47	58	42	138	90	108	66	123	80	29	62	81
"tryptophanase activity [GO:0009034]"	1	4	1	3	1	4	3	3	1	2	3	2
"tubulin binding [GO:0015631]"	5	54	8	0	21	4	42	3	12	47	36	44
"tubulin deacetylase activity [GO:0042903]"	0	1	0	0	0	0	1	0	0	1	1	0
"tubulin N-acetyltransferase activity [GO:0019799]"	0	0	0	0	0	0	1	0	1	0	1	1
"tubulin-dependent ATPase activity [GO:0070463]"	0	0	0	0	0	0	0	0	0	0	0	1
"tubulin-glutamic acid ligase activity [GO:0070740]"	1	0	0	0	0	0	0	0	0	0	0	1
"tumor necrosis factor binding [GO:0043120]"	0	0	0	0	0	0	1	0	1	0	0	0
"tumor necrosis factor receptor binding [GO:0005164]"	4	19	1	0	10	1	15	2	7	20	13	15
"tumor necrosis factor-activated receptor activity [GO:0005031]"	1	0	0	0	3	0	1	0	0	0	0	0
"type 1 fibroblast growth factor receptor binding [GO:0005105]"	0	0	0	0	1	0	1	0	0	0	1	0
"type 1 melanocortin receptor binding [GO:0070996]"	0	0	0	0	0	0	0	0	0	1	0	0
"type 2 fibroblast growth factor receptor binding [GO:0005111]"	0	0	0	0	1	0	1	0	0	0	1	0
"type 3 melanocortin receptor binding [GO:0031781]"	0	0	0	0	0	0	0	0	0	1	0	0
"type 4 melanocortin receptor binding [GO:0031782]"	0	0	0	0	0	0	0	0	0	1	0	0
"type I activin receptor binding [GO:0070698]"	0	1	0	0	1	0	0	0	0	1	0	0
"type I interferon receptor binding [GO:0005132]"	0	0	0	0	0	0	0	0	0	2	0	1
"type I site-specific deoxyribonuclease activity [GO:0009035]"	161	232	139	386	274	297	204	378	291	125	250	281
"type I transforming growth factor beta receptor binding [GO:0034713]"	0	1	0	0	1	0	1	1	1	1	2	1
"type II activin receptor binding [GO:0070699]"	0	1	0	0	0	0	0	0	0	0	0	0
"type II site-specific deoxyribonuclease activity [GO:0009036]"	17	31	16	60	57	46	32	51	45	18	32	37
"type II transforming growth factor beta receptor binding [GO:0005114]"	0	1	0	0	0	0	1	2	1	0	2	1
"type III site-specific deoxyribonuclease activity [GO:0015668]"	0	0	0	0	0	0	0	2	3	0	1	1
"type III transforming growth factor beta receptor binding [GO:0034714]"	0	0	0	0	0	0	0	2	0	0	2	0
"tyrosine 3-monooxygenase activity [GO:0004511]"	0	1	0	0	0	0	0	0	0	0	0	0
"tyrosine binding [GO:0072545]"	0	1	0	0	1	0	1	0	0	0	0	0
"tyrosine decarboxylase activity [GO:0004837]"	1	1	1	1	3	1	1	3	4	0	2	0
"tyrosine phenol-lyase activity [GO:0050371]"	1	0	0	3	2	1	1	1	3	0	1	0
"tyrosine-based site-specific recombinase activity [GO:0009037]"	31	34	27	71	56	62	44	74	46	18	35	34
"tyrosine-tRNA ligase activity [GO:0004831]"	46	83	36	162	87	116	72	126	88	38	87	76
"U1 snRNA binding [GO:0030619]"	0	0	0	0	2	0	2	1	1	3	5	2
"U2 snRNA binding [GO:0030620]"	0	1	0	0	0	0	1	0	0	1	0	1
"U3 snoRNA binding [GO:0034511]"	0	4	1	0	0	0	6	0	0	3	5	4
"U4 snRNA binding [GO:0030621]"	0	0	0	0	0	0	0	1	0	0	0	1
"U4atac snRNA binding [GO:0030622]"	0	0	0	0	0	0	0	1	0	0	1	0
"U5 snRNA binding [GO:0030623]"	1	1	0	0	2	0	1	0	0	3	2	1
"U6 snRNA (adenine-(43)-N(6))-methyltransferase activity [GO:0120048]"	0	1	0	0	0	0	1	0	0	0	0	1
"U6 snRNA 3'-end binding [GO:0030629]"	0	1	0	0	0	0	0	0	0	0	0	0
"U6 snRNA binding [GO:0017070]"	1	2	0	0	4	0	2	3	0	5	3	4
"U6atac snRNA binding [GO:0030624]"	0	0	0	0	0	0	0	1	0	0	0	1
"U7 snRNA binding [GO:0071209]"	1	1	0	0	0	0	1	1	0	1	2	1
"ubiquinol-cytochrome-c reductase activity [GO:0008121]"	1	8	1	1	1	0	2	1	0	2	7	3
"ubiquinone binding [GO:0048039]"	0	0	0	0	0	0	1	0	0	0	0	0
"ubiquitin activating enzyme activity [GO:0004839]"	0	1	1	0	2	0	2	1	1	5	1	2
"ubiquitin binding [GO:0043130]"	6	23	7	2	12	1	31	9	7	43	27	28
"ubiquitin conjugating enzyme activity [GO:0061631]"	1	10	2	0	4	0	4	3	2	5	6	7
"ubiquitin conjugating enzyme binding [GO:0031624]"	0	2	0	0	2	0	0	0	0	2	1	2
"ubiquitin ligase activator activity [GO:1990757]"	0	1	0	0	0	0	0	0	0	0	0	0
"ubiquitin ligase inhibitor activity [GO:1990948]"	1	4	0	0	1	0	2	1	0	2	2	1
"ubiquitin ligase-substrate adaptor activity [GO:1990756]"	1	0	0	0	0	0	0	1	0	0	2	1
"ubiquitin modification-dependent histone binding [GO:0061649]"	1	2	0	0	2	0	1	0	0	1	2	1
"ubiquitin protein ligase activity [GO:0061630]"	25	201	27	3	86	8	166	39	40	200	173	170
"ubiquitin protein ligase binding [GO:0031625]"	7	71	7	0	30	0	48	15	14	66	64	52
"ubiquitin-dependent protein binding [GO:0140036]"	0	3	0	0	2	0	3	1	1	2	1	3
"ubiquitin-like modifier activating enzyme activity [GO:0008641]"	45	168	47	172	137	123	159	160	97	159	156	178
"ubiquitin-like protein conjugating enzyme binding [GO:0044390]"	0	1	0	0	1	0	0	0	0	0	0	1
"ubiquitin-like protein ligase binding [GO:0044389]"	1	3	2	0	4	0	0	0	0	2	3	5
"ubiquitin-like protein-specific protease activity [GO:0019783]"	1	1	0	0	1	0	0	0	0	1	1	0
"ubiquitin-protein transferase activator activity [GO:0097027]"	2	8	1	0	5	0	7	5	1	8	7	9
"ubiquitin-protein transferase activity [GO:0004842]"	22	182	18	2	79	4	139	36	36	163	136	161
"ubiquitin-protein transferase regulator activity [GO:0055106]"	0	0	0	0	0	0	0	0	0	0	0	1
"ubiquitin-specific protease binding [GO:1990381]"	0	1	1	0	0	0	3	2	1	2	1	3
"ubiquitin-ubiquitin ligase activity [GO:0034450]"	0	7	2	0	2	0	10	0	4	11	10	4
"UDP-2,3-diacylglucosamine hydrolase activity [GO:0008758]"	1	1	1	1	1	1	1	1	1	1	1	0
"UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine N-acyltransferase activity [GO:0103118]"	3	0	1	1	0	2	2	5	0	0	1	1
"UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity [GO:0008759]"	5	6	5	6	6	6	6	6	6	10	6	8
"UDP-3-O-acyl-N-acetylglucosamine deacetylase activity [GO:0103117]"	5	6	5	6	6	6	6	6	6	10	6	8
"UDP-4-amino-4-deoxy-L-arabinose aminotransferase [GO:0099620]"	3	6	8	19	16	21	15	13	14	6	11	9
"UDP-galactopyranose mutase activity [GO:0008767]"	42	59	34	129	87	100	58	121	80	26	72	61
"UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity [GO:0008499]"	0	0	0	0	0	0	0	0	0	0	0	1
"UDP-galactose:glucosylceramide beta-1,4-galactosyltransferase activity [GO:0008489]"	0	0	0	0	0	0	0	0	0	0	1	0
"UDP-glucose 4-epimerase activity [GO:0003978]"	66	85	59	211	116	160	86	174	108	51	104	94
"UDP-glucose 6-dehydrogenase activity [GO:0003979]"	41	54	26	108	77	109	50	95	69	31	68	70
"UDP-glucose:glycoprotein glucosyltransferase activity [GO:0003980]"	1	8	1	0	0	0	5	0	1	5	7	4
"UDP-glucose:hexose-1-phosphate uridylyltransferase activity [GO:0008108]"	41	77	36	127	92	92	52	123	78	23	70	74
"UDP-glucosyltransferase activity [GO:0035251]"	1	7	4	15	5	16	3	8	4	4	5	7
"UDP-glucuronate decarboxylase activity [GO:0048040]"	46	39	23	77	64	81	38	106	63	30	56	59
"UDP-glycosyltransferase activity [GO:0008194]"	0	21	5	4	17	7	21	11	5	18	18	19
"UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity [GO:0051991]"	49	56	34	144	74	91	56	125	66	27	63	65
"UDP-N-acetyl-D-mannosamine dehydrogenase activity [GO:0089714]"	1	1	1	2	2	1	1	1	1	1	1	1
"UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity [GO:0008760]"	68	104	79	234	132	183	108	238	148	60	122	104
"UDP-N-acetylglucosamine 2-epimerase activity [GO:0008761]"	71	102	61	231	129	162	68	219	133	51	113	119
"UDP-N-acetylglucosamine 4-epimerase activity [GO:0003974]"	0	1	1	0	2	0	2	0	1	1	4	3
"UDP-N-acetylglucosamine 6-dehydrogenase activity [GO:0047004]"	5	4	2	8	11	6	1	10	4	0	7	3
"UDP-N-acetylglucosamine diphosphorylase activity [GO:0003977]"	18	33	21	57	35	43	30	65	28	11	27	34
"UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0003975]"	0	0	0	0	0	0	0	1	0	1	1	0
"UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity [GO:0036380]"	3	5	3	6	4	4	5	5	3	5	3	5
"UDP-N-acetylmuramate dehydrogenase activity [GO:0008762]"	35	45	32	116	74	93	51	102	72	24	73	59
"UDP-N-acetylmuramate-L-alanine ligase activity [GO:0008763]"	56	64	40	161	85	122	67	151	82	37	78	76
"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--D-lysine ligase activity [GO:0102195]"	0	1	0	0	0	0	0	0	0	0	0	0
"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase activity [GO:0047482]"	0	0	1	1	0	3	1	4	0	0	0	2
"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]"	48	66	29	120	71	99	57	126	66	32	58	64
"UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity [GO:0047480]"	48	53	38	133	74	108	69	133	71	32	67	66
"UDP-N-acetylmuramoylalanine-D-glutamate ligase activity [GO:0008764]"	56	71	51	137	95	121	67	152	83	34	87	82
"UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity [GO:0008765]"	42	64	35	136	94	96	59	127	60	38	75	67
"UDP-N,N'-diacetylbacillosamine 2-epimerase activity [GO:0102388]"	1	1	0	0	0	2	0	1	0	0	1	0
"UDP-xylosyltransferase activity [GO:0035252]"	0	2	0	0	2	0	3	1	1	5	3	3
"UFM1 conjugating enzyme activity [GO:0061657]"	0	1	0	0	0	0	1	1	1	1	0	3
"UFM1 ligase activity [GO:0061666]"	0	3	0	0	2	0	2	0	1	1	0	1
"UMP kinase activity [GO:0033862]"	30	48	31	95	65	81	44	98	57	21	54	40
"undecaprenol kinase activity [GO:0009038]"	1	3	1	3	2	2	1	2	1	2	1	1
"undecaprenyl-diphosphatase activity [GO:0050380]"	51	71	35	134	86	105	54	137	77	32	62	64
"undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase activity [GO:0099621]"	7	12	5	22	9	13	9	12	7	6	11	7
"undecaprenyl-phosphate galactose phosphotransferase activity [GO:0047360]"	1	2	0	4	1	3	2	4	2	0	2	0
"undecaprenyl-phosphate mannosyltransferase activity [GO:0047267]"	3	5	2	9	2	4	1	6	3	1	1	3
"undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity [GO:0050511]"	49	56	34	144	75	91	57	126	69	30	63	65
"unfolded protein binding [GO:0051082]"	339	600	302	946	659	764	522	889	546	368	616	593
"uniporter activity [GO:0015292]"	0	0	2	0	2	0	1	0	2	5	4	1
"unmethylated CpG binding [GO:0045322]"	0	0	0	0	0	0	3	1	0	0	0	2
"unsaturated chondroitin disaccharide hydrolase activity [GO:0102212]"	3	3	4	7	3	5	4	3	4	4	3	3
"unsaturated rhamnogalacturonyl hydrolase activity [GO:0102211]"	9	9	6	29	13	24	11	23	15	12	18	18
"uracil DNA N-glycosylase activity [GO:0004844]"	20	31	18	54	42	54	18	45	31	14	37	30
"uracil phosphoribosyltransferase activity [GO:0004845]"	43	48	29	112	58	86	55	95	44	23	41	47
"urate oxidase activity [GO:0004846]"	0	1	0	0	0	0	1	0	0	0	0	0
"urea carboxylase activity [GO:0004847]"	0	0	2	3	2	0	1	5	1	0	2	0
"urea transmembrane transporter activity [GO:0015204]"	2	8	2	4	6	2	5	4	5	8	9	7
"urease activity [GO:0009039]"	9	14	8	23	17	26	8	19	15	8	19	8
"ureidoglycine aminohydrolase activity [GO:0071522]"	3	0	2	6	3	2	0	5	5	1	3	3
"ureidoglycolate dehydrogenase activity [GO:0009040]"	1	1	2	2	0	0	0	1	2	0	2	0
"ureidoglycolate hydrolase activity [GO:0004848]"	3	2	3	15	11	9	8	11	8	4	9	7
"ureidoglycolate lyase activity [GO:0050385]"	1	3	1	6	7	4	5	3	6	4	3	5
"uridine kinase activity [GO:0004849]"	19	24	14	54	29	45	24	57	20	20	29	42
"uridine phosphorylase activity [GO:0004850]"	36	56	32	113	59	93	43	109	49	23	43	57
"uridine transmembrane transporter activity [GO:0015213]"	0	0	0	0	1	0	2	0	0	1	0	2
"uridine-diphosphatase activity [GO:0045134]"	0	2	0	1	3	0	2	0	0	2	2	1
"uridylyltransferase activity [GO:0070569]"	6	16	4	21	20	25	25	19	16	7	18	11
"urocanate hydratase activity [GO:0016153]"	13	21	13	23	15	10	14	24	19	10	26	22
"urokinase plasminogen activator receptor activity [GO:0030377]"	0	0	0	0	0	0	0	0	0	0	0	1
"uroporphyrin-III C-methyltransferase activity [GO:0004851]"	10	20	10	61	38	35	26	60	36	8	24	26
"uroporphyrinogen decarboxylase activity [GO:0004853]"	66	54	79	146	121	151	68	129	121	28	150	73
"uroporphyrinogen-III synthase activity [GO:0004852]"	24	34	25	93	56	57	31	77	46	17	45	44
"urotensin II receptor activity [GO:0001604]"	0	0	1	0	0	0	2	0	0	2	1	0
"UTP diphosphatase activity [GO:0036221]"	25	31	27	85	50	65	36	78	45	24	42	34
"UTP:galactose-1-phosphate uridylyltransferase activity [GO:0017103]"	0	0	0	1	0	0	0	1	0	0	0	0
"UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983]"	16	25	16	40	24	44	18	42	26	12	23	20
"valine-pyruvate transaminase activity [GO:0009042]"	1	2	1	1	1	1	1	1	1	1	1	1
"valine-tRNA ligase activity [GO:0004832]"	67	128	62	227	142	179	126	211	140	66	108	138
"vascular endothelial growth factor binding [GO:0038085]"	0	2	0	0	1	0	1	1	0	2	0	0
"vascular endothelial growth factor receptor 1 binding [GO:0043183]"	0	0	0	0	0	0	0	0	0	1	0	0
"vascular endothelial growth factor receptor 2 binding [GO:0043184]"	0	1	0	0	2	0	2	0	0	4	2	1
"vascular endothelial growth factor-activated receptor activity [GO:0005021]"	0	12	3	0	12	0	7	3	2	14	4	9
"vasoactive intestinal polypeptide receptor activity [GO:0004999]"	1	2	0	1	2	0	0	1	0	1	2	4
"vasopressin receptor activity [GO:0005000]"	0	3	0	0	3	0	1	0	1	3	1	2
"very long-chain fatty acid-CoA ligase activity [GO:0031957]"	1	11	3	0	6	1	12	4	2	12	7	8
"very-long-chain 3-hydroxyacyl-CoA dehydratase activity [GO:0102158]"	0	3	1	1	2	0	4	1	1	3	5	3
"very-long-chain 3-ketoacyl-CoA synthase activity [GO:0102756]"	1	3	1	1	4	0	8	1	0	4	4	3
"very-long-chain-(S)-2-hydroxy-acid oxidase activity [GO:0052852]"	3	2	0	10	6	8	5	9	1	1	9	1
"very-long-chain-acyl-CoA dehydrogenase activity [GO:0017099]"	1	0	0	0	0	0	1	0	0	1	0	0
"very-low-density lipoprotein particle binding [GO:0034189]"	1	1	0	0	0	0	1	1	0	0	1	1
"very-low-density lipoprotein particle receptor activity [GO:0030229]"	0	2	0	0	1	0	4	0	0	5	7	5
"very-low-density lipoprotein particle receptor binding [GO:0070326]"	1	2	0	0	0	0	0	1	1	1	0	2
"vinculin binding [GO:0017166]"	0	4	0	0	1	0	1	2	0	1	2	3
"vinylacetyl-CoA delta-isomerase activity [GO:0050393]"	0	0	0	2	0	0	0	0	0	0	0	0
"virion binding [GO:0046790]"	0	0	0	0	0	0	1	0	0	0	0	0
"virus receptor activity [GO:0001618]"	2	5	0	0	1	0	1	0	0	3	1	2
"vitamin binding [GO:0019842]"	0	0	0	0	0	0	0	1	0	0	0	0
"vitamin D binding [GO:0005499]"	0	2	0	0	0	0	3	0	0	1	0	0
"vitamin D receptor binding [GO:0042809]"	0	0	0	0	1	0	1	0	0	1	0	1
"vitamin transmembrane transporter activity [GO:0090482]"	0	2	0	0	1	0	1	0	0	0	1	2
